restaurant_name,area,parking_id,hour,day_of_week,is_weekend,occupied_slots,total_slots,occupancy_rate,is_peak_hour
Kulfreeze,basavanagudi,194,1,1,0,141,217,0.649769585,0
Ishta Upahar,brigade road,2277,20,3,0,12,150,0.08,1
The Charlton Bar,brigade road,2276,19,3,0,80,299,0.267558528,1
Hotel Aahaa,sarjapur road,2087,22,2,0,115,222,0.518018018,0
Hyderbadi Irani Tea,kammanahalli,21,20,0,0,189,236,0.800847458,1
Cupp,"byresandra,tavarekere,madiwala",1248,23,2,0,96,197,0.487309645,0
The Bakery World,church street,247,6,3,0,98,216,0.453703704,0
ShakesBierre,lavelle road,2389,12,1,0,26,201,0.129353234,0
Amaravathi Bar & Restaurant,"byresandra,tavarekere,madiwala",1611,2,4,0,143,206,0.694174757,0
Swadd Kitchen,banashankari,456,23,4,0,126,285,0.442105263,0
Paratha Merchant,banashankari,652,3,6,1,28,52,0.538461538,0
The Pancake Story,"byresandra,tavarekere,madiwala",1894,21,1,0,126,283,0.445229682,0
Al-Badia Restaurant,kalyan nagar,807,14,5,1,34,210,0.161904762,0
China Bowl,"byresandra,tavarekere,madiwala",1983,14,5,1,31,211,0.146919431,0
Malhar Maharashtrian Cuisine,bannerghatta road,2554,9,1,0,28,265,0.105660377,1
Basaveshwara Khanavali,bellandur,2652,11,5,1,45,296,0.152027027,0
Sardarji Ka Dhaba,"byresandra,tavarekere,madiwala",2120,7,4,0,33,295,0.111864407,1
Jodhpur Sweets,electronic city,2779,18,3,0,43,72,0.597222222,1
Polo Club - The Oberoi,indiranagar,2017,0,0,0,194,292,0.664383562,0
Pinxx - Royal Orchid Central,brigade road,596,19,3,0,86,257,0.33463035,1
New Kadai,kalyan nagar,1060,3,2,0,192,208,0.923076923,0
Up Bhavan,brigade road,1763,10,3,0,131,229,0.572052402,1
Swadisht North Indian Restaurant,hsr,544,15,1,0,34,291,0.116838488,0
Blue Heaven Bar And Restaurant,lavelle road,2015,22,6,1,206,227,0.907488987,0
Blue Tokai Coffee Roasters,"byresandra,tavarekere,madiwala",1624,15,4,0,201,261,0.770114943,0
Stuffd,indiranagar,990,5,6,1,55,266,0.206766917,0
Hasini Foods,koramangala 4th block,1051,18,1,0,29,98,0.295918367,1
Alto Vino - Bengaluru Marriott Hotel Whitefield,brookefield,2316,11,5,1,71,231,0.307359307,0
Sai Santhi Cafe,bellandur,442,9,4,0,117,172,0.680232558,1
Friends Diner,whitefield,6,5,0,0,103,213,0.483568075,0
Healthy Sapiens,bellandur,2651,10,5,1,17,112,0.151785714,1
Bhavani Military Hotel,frazer town,952,15,4,0,191,230,0.830434783,0
The Little Chef,hsr,1990,21,5,1,122,296,0.412162162,0
Tibetan Kitchen,"byresandra,tavarekere,madiwala",1463,22,4,0,34,112,0.303571429,0
White Fog,koramangala 4th block,2368,15,0,0,121,246,0.491869919,0
Gourmet Food Truck,"byresandra,tavarekere,madiwala",1280,7,4,0,24,96,0.25,1
Chinese Food Point,whitefield,934,21,3,0,107,277,0.386281588,0
Desi Dawat,banashankari,934,21,3,0,107,277,0.386281588,0
Khaja Point,"byresandra,tavarekere,madiwala",1478,13,5,1,123,145,0.848275862,0
Kerala Mess Upahar,bellandur,2361,8,0,0,225,232,0.969827586,1
Akkad Bakkad,electronic city,512,7,0,0,159,233,0.682403433,1
Devanna Dum Biriyani Centre,banashankari,1396,3,2,0,10,103,0.097087379,0
Bangalore Masala House,lavelle road,2117,4,4,0,74,115,0.643478261,0
Nanna Munna Paratha House,koramangala 5th block,2268,11,3,0,76,256,0.296875,0
Sri Udupi Grand,brigade road,1178,1,0,0,59,186,0.317204301,0
Om Sweets & Fast Food,brookefield,1496,7,6,1,180,265,0.679245283,1
Thunder Fried Chicken,indiranagar,2671,6,6,1,138,260,0.530769231,0
Sha-e-Darbar,malleshwaram,319,6,6,1,175,244,0.717213115,0
New Delhi Dharbaar,new bel road,605,4,4,0,81,271,0.298892989,0
Kava Kitchen & Bar - Fairfield by Marriott,brookefield,1088,7,3,0,16,111,0.144144144,1
Chai Resto,indiranagar,1352,7,0,0,19,184,0.10326087,1
Swathi Greenland,rajajinagar,1742,13,2,0,73,122,0.598360656,0
Al Zaiqa Hotel,marathahalli,2236,3,2,0,32,72,0.444444444,0
Richie Rich,brigade road,1940,19,3,0,56,207,0.270531401,1
Sagar Restaurant & Chats,rajajinagar,505,0,0,0,169,198,0.853535354,0
Ruchi Sagar,electronic city,1007,22,6,1,170,173,0.98265896,0
LSD Cafe,banashankari,2344,15,6,1,126,292,0.431506849,0
Indian Aroma Cafe,brookefield,2494,21,5,1,58,177,0.327683616,0
Knowhere,frazer town,1848,23,6,1,175,234,0.747863248,0
FAB Cafe,electronic city,1033,0,1,0,120,234,0.512820513,0
Caf-Eleven,banashankari,581,4,3,0,27,296,0.091216216,0
Chung Wah Express,brigade road,212,19,1,0,199,246,0.808943089,1
Catch-up-ino,banashankari,235,18,2,0,100,196,0.510204082,1
Sri Lakshmi Dhaba,bannerghatta road,508,3,0,0,44,280,0.157142857,0
Kadala Tarangaa,banashankari,287,22,4,0,191,256,0.74609375,0
The Local,kalyan nagar,2525,4,0,0,55,256,0.21484375,0
Mood For Food,old airport road,2416,15,2,0,163,204,0.799019608,0
Hotel Karavali Fish Palace,rajajinagar,2242,9,2,0,36,111,0.324324324,1
Shater Grill House,"byresandra,tavarekere,madiwala",2005,12,6,1,78,239,0.326359833,0
Sri Ganesh Juice and Chats,banashankari,11,10,0,0,103,113,0.911504425,1
Dine in Restaurant,"byresandra,tavarekere,madiwala",2548,3,1,0,126,157,0.802547771,0
Chinese Street,whitefield,1560,23,1,0,155,189,0.82010582,0
Vegtaurant,brookefield,2523,2,0,0,29,106,0.273584906,0
Loca Moca,frazer town,782,13,4,0,28,156,0.179487179,0
Tasty Homely Food,brookefield,2459,10,4,0,127,256,0.49609375,1
Bawarchi Restaurant,electronic city,674,1,0,0,39,237,0.164556962,0
The Square Table,brookefield,678,5,0,0,43,62,0.693548387,0
Vietnamese Kitchen,jayanagar,2096,7,3,0,61,195,0.312820513,1
XO Belgian Waffle,bellandur,373,12,1,0,144,253,0.56916996,0
Saara's Grill n Spice - SS Lumina Hotel,"byresandra,tavarekere,madiwala",2734,21,1,0,27,187,0.144385027,0
Sri Sai Darshini Veg Restaurant,brookefield,567,14,2,0,182,274,0.664233577,0
Xpress Biryani,brigade road,274,9,4,0,20,180,0.111111111,1
Chick Inn,malleshwaram,314,1,6,1,179,237,0.755274262,0
Berakah,kalyan nagar,1246,21,2,0,195,203,0.960591133,0
The Boozy Griffin,"byresandra,tavarekere,madiwala",521,16,0,0,96,196,0.489795918,0
Heavenly Desserts,bellandur,524,19,0,0,27,157,0.171974522,1
Silsila Restaurant,bellandur,1549,12,1,0,160,257,0.622568093,0
Indian Kitchen - Hotel Presidency,electronic city,927,14,3,0,24,61,0.393442623,0
Yauatcha,indiranagar,1488,23,5,1,23,127,0.181102362,0
Belly Deli,kammanahalli,251,10,3,0,70,154,0.454545455,1
Pizza Palace,bannerghatta road,1719,14,1,0,18,155,0.116129032,0
Gyani Da Punjabi Dhaba,"byresandra,tavarekere,madiwala",2192,7,0,0,180,193,0.932642487,1
'@ Biryani Central,marathahalli,795,2,5,1,122,226,0.539823009,0
Fiddler's Green,kalyan nagar,32,7,1,0,61,159,0.383647799,1
Flavours Radha Hometel,brookefield,2265,8,3,0,163,280,0.582142857,1
Sultan's Creams & Faloodas,frazer town,12,11,0,0,158,210,0.752380952,0
Ayodhya Upachar,banashankari,621,20,4,0,45,86,0.523255814,1
Hotel Shruthi,electronic city,1868,19,0,0,146,151,0.966887417,1
Fresh Bites,"byresandra,tavarekere,madiwala",2693,4,0,0,79,260,0.303846154,0
South Side Grill,"byresandra,tavarekere,madiwala",1383,14,1,0,87,255,0.341176471,0
Biriyummy,kalyan nagar,1529,16,0,0,159,200,0.795,0
Sri Venkateshwara Sweet House,malleshwaram,1755,2,3,0,29,286,0.101398601,0
Just Protein,kalyan nagar,1485,20,5,1,62,165,0.375757576,1
Canton,jayanagar,1402,9,2,0,193,296,0.652027027,1
Hotel Marina,koramangala 4th block,2479,6,5,1,170,231,0.735930736,0
The Grill House,kalyan nagar,1936,15,3,0,17,125,0.136,0
Food N Joyy,malleshwaram,2477,4,5,1,87,115,0.756521739,0
Hotel Ayodhya Upahar,malleshwaram,1348,3,0,0,132,150,0.88,0
Ind Foodies,whitefield,1169,16,6,1,90,130,0.692307692,0
BMR Hyderabad Biryani,bannerghatta road,579,2,3,0,84,238,0.352941176,0
Rana Vada Pav,bannerghatta road,546,17,1,0,215,228,0.942982456,1
Kudla Beach,malleshwaram,505,0,0,0,169,198,0.853535354,0
White Plate,brigade road,1836,11,6,1,90,213,0.422535211,0
Jai Jinendra,koramangala 4th block,1354,9,0,0,38,215,0.176744186,1
Sri Banashankari Donne Biriyani,kammanahalli,2392,15,1,0,186,275,0.676363636,0
Darjeeling Momos & Fast Food Center,bannerghatta road,747,2,3,0,105,131,0.801526718,0
Karavalli - The Gateway Hotel,brigade road,1523,10,0,0,89,251,0.354581673,1
Rolls On Wheel,"byresandra,tavarekere,madiwala",2304,23,4,0,124,297,0.417508418,0
Chivi's Meilleurs Boulangers,electronic city,1378,9,1,0,86,150,0.573333333,1
The Teal Door Cafe,indiranagar,929,16,3,0,154,165,0.933333333,0
Pait Full,marathahalli,225,8,2,0,131,131,1,1
Dosa Bazaar,"byresandra,tavarekere,madiwala",2388,11,1,0,91,136,0.669117647,0
New Udupi Garden,indiranagar,2099,10,3,0,38,97,0.391752577,1
Food Zone,brookefield,889,0,2,0,89,198,0.449494949,0
Rajwadi,marathahalli,404,19,2,0,41,294,0.139455782,1
Mr. Beans - Home Cafe,"byresandra,tavarekere,madiwala",992,7,6,1,202,249,0.81124498,1
Parijatha Paradise,banashankari,850,9,0,0,188,276,0.68115942,1
S L N Paratha Center,new bel road,2404,3,2,0,214,295,0.725423729,0
Aditya Delights,new bel road,2628,11,4,0,90,272,0.330882353,0
Baluchi - The Lalit Ashok Bangalore,malleshwaram,1644,11,5,1,160,220,0.727272727,0
Sri Vishnu Veg,bellandur,2621,4,4,0,130,161,0.807453416,0
Sri Ganesh Sweets,basavanagudi,481,0,6,1,131,201,0.651741294,0
Luna Sweets,frazer town,2574,5,2,0,18,241,0.074688797,0
Planet I Bar,rajajinagar,871,6,1,0,119,274,0.434306569,0
Kitchen24,bannerghatta road,1644,11,5,1,160,220,0.727272727,0
3rd Innings,electronic city,1368,23,0,0,93,213,0.436619718,0
Black Pepper Lounge - Case de Bengaluru,koramangala 4th block,2418,17,2,0,101,231,0.437229437,1
Lion City Restaurant and Cafe,electronic city,657,8,6,1,174,273,0.637362637,1
Little Shangai,bannerghatta road,1576,15,2,0,188,282,0.666666667,0
Dawat E Biryani,koramangala 4th block,2599,6,3,0,128,176,0.727272727,0
Ice & Spice,brigade road,269,4,4,0,202,204,0.990196078,0
Smoothie Hub,"byresandra,tavarekere,madiwala",1936,15,3,0,17,125,0.136,0
Shagun Sweets & Foods,bannerghatta road,514,9,0,0,20,218,0.091743119,1
Shri Lakshmi Vilas Andhra Mess - Taste of Vijayawada,electronic city,778,9,4,0,115,205,0.56097561,1
Teburu,kalyan nagar,1178,1,0,0,59,186,0.317204301,0
Hunger Night King,"byresandra,tavarekere,madiwala",2584,15,2,0,130,213,0.610328638,0
9 Bowls,hsr,577,0,3,0,219,224,0.977678571,0
Pipabu,koramangala 7th block,2610,17,3,0,124,239,0.518828452,1
Pathankot Punjabi Restaurant,bellandur,1611,2,4,0,143,206,0.694174757,0
Dharwad Line Bazar Mishra Pedha,malleshwaram,1977,8,5,1,65,255,0.254901961,1
The Combo House,brookefield,2662,21,5,1,245,262,0.935114504,0
Flavor of Tibet,"byresandra,tavarekere,madiwala",652,3,6,1,28,52,0.538461538,0
Sphyre - Gateway Hotel,brigade road,1236,11,2,0,117,142,0.823943662,0
Puchkas,brookefield,1068,11,2,0,107,133,0.804511278,0
RK Hotel,malleshwaram,679,6,0,0,150,233,0.643776824,0
Nevermind - Bar & Social,old airport road,817,0,6,1,127,198,0.641414141,0
Kirthi's Biryani,banashankari,2771,10,3,0,28,254,0.11023622,1
Vanilla Pod,koramangala 4th block,2497,0,6,1,53,232,0.228448276,0
Primal,koramangala 4th block,1940,19,3,0,56,207,0.270531401,1
Flow - Terrace Bar & Grill,bannerghatta road,808,15,5,1,105,109,0.963302752,0
Chilli Flakes,banashankari,2451,2,4,0,161,227,0.709251101,0
The Baker's,hsr,1973,4,5,1,218,284,0.767605634,0
Ice Cream Works,indiranagar,132,11,5,1,138,234,0.58974359,0
Smoke-A-Pot,"byresandra,tavarekere,madiwala",1321,0,6,1,104,213,0.488262911,0
Cheta's Kitchen,new bel road,456,23,4,0,126,285,0.442105263,0
Idli & Dosa Cafe,hsr,630,5,5,1,102,177,0.576271186,0
Sri Vishnu Veg,bellandur,698,1,1,0,194,194,1,0
D'7 Feast Resto Cafe,new bel road,592,15,3,0,57,91,0.626373626,0
Mahalaxmi Tiffin Room,banashankari,1712,7,1,0,104,132,0.787878788,1
Tempura Restaurant,brigade road,2652,11,5,1,45,296,0.152027027,0
Kairali,"byresandra,tavarekere,madiwala",2145,8,5,1,121,145,0.834482759,1
Kanti Sweets,church street,136,15,5,1,49,148,0.331081081,0
Potpourri Kitchen,brookefield,48,23,1,0,215,287,0.74912892,0
Sri Banashankari Upahara,banashankari,2692,3,0,0,158,183,0.863387978,0
Bflat Bar,indiranagar,596,19,3,0,86,257,0.33463035,1
People Tree Cafe,jayanagar,2149,12,5,1,47,179,0.262569832,0
The Kream Story,"byresandra,tavarekere,madiwala",893,4,2,0,226,231,0.978354978,0
FoodIshq,indiranagar,1252,3,3,0,79,108,0.731481481,0
Tasty Point,bannerghatta road,2407,6,2,0,24,261,0.091954023,0
Facebake,kammanahalli,1235,10,2,0,75,165,0.454545455,1
Raghavendra Upahara,"byresandra,tavarekere,madiwala",2464,15,4,0,166,271,0.612546125,0
Uptown Sliders & Shakes,bellandur,1668,11,6,1,105,256,0.41015625,0
Rayalaseema Abhiruchulu,"byresandra,tavarekere,madiwala",1874,1,1,0,65,290,0.224137931,0
The Gujarat Express,bannerghatta road,2679,14,6,1,83,232,0.357758621,0
Delhiciouss,brookefield,2671,6,6,1,138,260,0.530769231,0
The Modak,bellandur,1662,5,6,1,134,207,0.647342995,0
Ember The Calabash,malleshwaram,1704,23,0,0,11,242,0.045454545,0
Chai Kada,kammanahalli,711,14,1,0,31,130,0.238461538,0
Sri Venkateshwara Sweet Meat Stall,jayanagar,50,1,2,0,145,262,0.553435115,0
Nine2twelve,kalyan nagar,415,6,3,0,77,136,0.566176471,0
Qooked Restaurant,new bel road,1482,17,5,1,156,162,0.962962963,1
Bite and Pipes,kalyan nagar,978,17,5,1,84,277,0.303249097,1
Brother?s Bar & Kitchen,"byresandra,tavarekere,madiwala",221,4,2,0,34,264,0.128787879,0
Hoppipola,brigade road,362,1,1,0,29,188,0.154255319,0
Gokul Kuteera,brigade road,2518,21,6,1,90,283,0.318021201,0
Biryani Paradise,brookefield,2025,8,0,0,31,254,0.122047244,1
Biryani Junction,"byresandra,tavarekere,madiwala",1990,21,5,1,122,296,0.412162162,0
Kolbeh,banashankari,2536,15,0,0,53,226,0.234513274,0
Taste Of India,bellandur,262,21,3,0,111,250,0.444,0
Night Food Joint,brookefield,2089,0,3,0,49,180,0.272222222,0
Mini Adiga's,"byresandra,tavarekere,madiwala",1723,18,1,0,108,225,0.48,1
Abzain Paradise,new bel road,1849,0,0,0,198,254,0.779527559,0
Homey Bake & Juice,indiranagar,1566,5,2,0,112,205,0.546341463,0
Castle Rock,banashankari,316,3,6,1,88,147,0.598639456,0
Dalma,"byresandra,tavarekere,madiwala",151,6,6,1,193,239,0.807531381,0
The Lounge - The Chancery Pavilion,brigade road,862,21,0,0,21,179,0.117318436,0
Hotel Palace,"byresandra,tavarekere,madiwala",1560,23,1,0,155,189,0.82010582,0
Theeram Restaurant,sarjapur road,2693,4,0,0,79,260,0.303846154,0
Hoot,bellandur,353,16,0,0,67,237,0.282700422,0
Charminar Kabab Paradise,brigade road,1746,17,2,0,166,297,0.558922559,1
Hotel Pork Paradise,rajajinagar,1854,5,0,0,30,156,0.192307692,0
Fai Dang,old airport road,1973,4,5,1,218,284,0.767605634,0
Take EAT Easy,bellandur,2227,18,1,0,248,256,0.96875,1
Nutri Fit,bannerghatta road,1784,7,4,0,120,143,0.839160839,1
Neetu's Kitchen,bellandur,937,0,4,0,36,139,0.258992806,0
Butterly,bannerghatta road,314,1,6,1,179,237,0.755274262,0
Cafe 221B,basavanagudi,1846,21,6,1,140,188,0.744680851,0
Thalassery Hotel,bannerghatta road,1524,11,0,0,47,138,0.34057971,0
Sai Cafe Veg,malleshwaram,1832,7,6,1,38,237,0.160337553,1
Delight Food,bannerghatta road,656,7,6,1,73,222,0.328828829,1
Tadka Punjabi Restaurant,whitefield,847,6,0,0,69,289,0.238754325,0
Sandwich Mama's And Frozen Monster,banashankari,244,3,3,0,204,292,0.698630137,0
Samavar,koramangala 4th block,289,0,5,1,131,150,0.873333333,0
Flavours Hut,"byresandra,tavarekere,madiwala",417,8,3,0,196,245,0.8,1
MAD Belgian Waffles,hsr,300,11,5,1,61,77,0.792207792,0
Mr. Meetharam,bannerghatta road,1130,1,5,1,37,188,0.196808511,0
Ande Ka Funda,"byresandra,tavarekere,madiwala",1129,0,5,1,32,125,0.256,0
Baba Da Dhaba,bellandur,2403,2,2,0,18,181,0.099447514,0
Sri Devi Cafe,frazer town,81,8,3,0,63,154,0.409090909,1
Kanteen The Eatery,bannerghatta road,1101,20,3,0,126,142,0.887323944,1
CocoFresh,brookefield,137,16,5,1,106,217,0.488479263,0
Lila Kitchen,brookefield,861,20,0,0,24,80,0.3,1
Dine @ 9 Paratha Corner,old airport road,972,11,5,1,81,175,0.462857143,0
Nizaam's Kaati Rolls & Kebabs,indiranagar,2391,14,1,0,23,159,0.144654088,0
Alampur Bar And Restaurant,brigade road,2656,15,5,1,23,81,0.283950617,0
Sitara Veg Restaurant,electronic city,783,14,4,0,163,196,0.831632653,0
Ice Fort,rajajinagar,201,8,1,0,75,294,0.255102041,1
Erivum Puliyum,brookefield,176,7,0,0,36,70,0.514285714,1
McDonald's,frazer town,1746,17,2,0,166,297,0.558922559,1
Cafe Braqa,brigade road,2714,1,1,0,41,271,0.151291513,0
Sultan - Palace Darbar Restaurant,kammanahalli,2634,17,4,0,60,230,0.260869565,1
Dine @ 9 Paratha Corner,old airport road,2795,10,4,0,132,168,0.785714286,1
The Ocean Kitchen,bannerghatta road,2454,5,4,0,71,161,0.440993789,0
Priya Juice & Snacks,"byresandra,tavarekere,madiwala",2682,17,6,1,131,236,0.555084746,1
Haveli,indiranagar,429,20,3,0,40,273,0.146520147,1
Hotel Aahaa,sarjapur road,429,20,3,0,40,273,0.146520147,1
Al-Madina,"byresandra,tavarekere,madiwala",1200,23,0,0,44,142,0.309859155,0
New Fishland,malleshwaram,625,0,5,1,99,190,0.521052632,0
New Chickpete Donne Biryani,malleshwaram,634,9,5,1,167,213,0.784037559,1
Punjabi Raswada,banashankari,2798,13,4,0,139,259,0.536679537,0
NoLimmits Lounge and Club,indiranagar,514,9,0,0,20,218,0.091743119,1
Yumjar,new bel road,1814,13,5,1,89,138,0.644927536,0
Just Dosa,hsr,2672,7,6,1,163,237,0.687763713,1
Dil Se Punjabi,malleshwaram,2691,2,0,0,209,278,0.751798561,0
Blue Bar - The Taj West End,church street,1152,23,5,1,182,294,0.619047619,0
Bada Bing Burgers,frazer town,941,4,4,0,132,168,0.785714286,0
Chin Lung Resto-Bar,new bel road,985,0,6,1,63,209,0.301435407,0
Cafe On The Way,koramangala 4th block,626,1,5,1,217,281,0.772241993,0
Sector 7 CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,"byresandra,tavarekere,madiwala",2222,13,1,0,41,271,0.151291513,0
Erivum Puliyum,brookefield,1447,6,4,0,77,216,0.356481481,0
Rayan's Biryani,brookefield,1686,5,0,0,177,266,0.665413534,0
ONE IN A MELON,koramangala 7th block,656,7,6,1,73,222,0.328828829,1
Benzys,"byresandra,tavarekere,madiwala",1022,13,0,0,111,192,0.578125,0
Food Springs,banashankari,1193,16,0,0,13,249,0.052208835,0
Side Street Kitchen,"byresandra,tavarekere,madiwala",35,10,1,0,120,169,0.710059172,1
Nagarjuna,marathahalli,1427,10,3,0,52,114,0.456140351,1
South Side,"byresandra,tavarekere,madiwala",1602,17,3,0,37,73,0.506849315,1
Keerthi Restaurant Andhra Style,bellandur,2694,5,0,0,94,126,0.746031746,0
Cake Palace,indiranagar,1768,15,3,0,79,159,0.496855346,0
Vande Matharam,malleshwaram,1973,4,5,1,218,284,0.767605634,0
Food & Friends,malleshwaram,938,1,4,0,125,279,0.448028674,0
Double Blend,"byresandra,tavarekere,madiwala",87,14,3,0,148,281,0.526690391,0
Kumbakonam Degree Coffee,brigade road,2770,9,3,0,103,192,0.536458333,1
Annapoorani,indiranagar,2575,6,2,0,24,185,0.12972973,0
White Elefan Coffee and Snack Bar,koramangala 5th block,1712,7,1,0,104,132,0.787878788,1
Night Spoon,koramangala 5th block,2236,3,2,0,32,72,0.444444444,0
Ice Land,basavanagudi,485,4,6,1,211,280,0.753571429,0
Maziga,whitefield,39,14,1,0,84,270,0.311111111,0
Sagar Kabab Corner,malleshwaram,2209,0,1,0,25,62,0.403225806,0
Ajwa Thalassery Biryani,bellandur,4,3,0,0,230,230,1,0
People Tree Cafe,jayanagar,221,4,2,0,34,264,0.128787879,0
Cuppa Joy,kalyan nagar,1395,2,2,0,181,262,0.690839695,0
Coorg Lunch Home,kalyan nagar,919,6,3,0,90,191,0.471204188,0
The Little Chef,hsr,2526,5,0,0,140,144,0.972222222,0
NY Pizza And Waffles,bellandur,1807,6,5,1,153,228,0.671052632,0
Cake 24x7,brookefield,2459,10,4,0,127,256,0.49609375,1
Maa Reddy's Hyderabadi Biryani House,electronic city,314,1,6,1,179,237,0.755274262,0
ABC Grand,old airport road,1933,12,3,0,24,219,0.109589041,0
The Dreamy Oven,sarjapur road,2343,14,6,1,180,198,0.909090909,0
Thayee Touch,bannerghatta road,2101,12,3,0,227,273,0.831501832,0
Taipan,brigade road,723,2,2,0,77,209,0.368421053,0
The Urban Roof,kammanahalli,1874,1,1,0,65,290,0.224137931,0
Udupi Grand Veg,brookefield,2074,9,2,0,179,218,0.821100917,1
South Grand,banashankari,1451,10,4,0,76,211,0.360189573,1
Samskruti - Sanman Gardenia,jayanagar,684,11,0,0,109,244,0.446721311,0
Second Wife Cafe,sarjapur road,795,2,5,1,122,226,0.539823009,0
Kerala Food,church street,357,20,0,0,171,220,0.777272727,1
New Agarwal Bhavan,malleshwaram,1502,13,6,1,91,274,0.332116788,0
Cafe Fattoush,"byresandra,tavarekere,madiwala",1060,3,2,0,192,208,0.923076923,0
De Thaali,jayanagar,1140,11,5,1,173,203,0.852216749,0
iFruit Live Ice Creams,koramangala 4th block,1158,5,6,1,115,190,0.605263158,0
Tijouri,brigade road,2418,17,2,0,101,231,0.437229437,1
Brother?s Bar & Kitchen,"byresandra,tavarekere,madiwala",2427,2,3,0,28,218,0.128440367,0
GKT Biryani World,"byresandra,tavarekere,madiwala",548,19,1,0,247,255,0.968627451,1
Taste Of Nawaabs,kalyan nagar,1682,1,0,0,232,245,0.946938776,0
China Bistro & Lounge,indiranagar,2491,18,5,1,151,267,0.565543071,1
FoodIshq,indiranagar,731,10,2,0,94,201,0.467661692,1
Karnataka Bhel House,jayanagar,2574,5,2,0,18,241,0.074688797,0
Second Wife Cafe,sarjapur road,314,1,6,1,179,237,0.755274262,0
Haldiram's Express,residency road,1224,23,1,0,57,143,0.398601399,0
Baar Union,hsr,1001,16,6,1,93,206,0.451456311,0
Kaati Zone,malleshwaram,2610,17,3,0,124,239,0.518828452,1
Desi Bytes,whitefield,660,11,6,1,38,110,0.345454545,0
Shammah's,kalyan nagar,1840,15,6,1,35,128,0.2734375,0
Tango Bango,indiranagar,992,7,6,1,202,249,0.81124498,1
Banana Beach Bar,"byresandra,tavarekere,madiwala",2224,15,1,0,93,187,0.497326203,0
Vijaya Sagar,basavanagudi,2644,3,5,1,133,253,0.5256917,0
Hotel Godavari,"byresandra,tavarekere,madiwala",2310,5,5,1,213,279,0.76344086,0
Sriji's Mithai,electronic city,51,2,2,0,81,198,0.409090909,0
Khushi Kitchen,indiranagar,1189,12,0,0,154,219,0.703196347,0
Pecos Hideout,"byresandra,tavarekere,madiwala",2464,15,4,0,166,271,0.612546125,0
Sidewalk Cafe & Bar - The Paul Bangalore,indiranagar,1957,12,4,0,87,194,0.448453608,0
Red Glow,whitefield,176,7,0,0,36,70,0.514285714,1
Cloud Foods,brigade road,1331,10,6,1,195,226,0.862831858,1
Poorvika Restro Cafe,hsr,2290,9,4,0,15,145,0.103448276,1
The Biryani Cafe,banashankari,1116,11,4,0,13,285,0.045614035,0
Muscat Restaurant,bellandur,2115,2,4,0,175,222,0.788288288,0
Shree Sagar,basavanagudi,1687,6,0,0,18,59,0.305084746,0
Cafe Bollywood,"byresandra,tavarekere,madiwala",2148,11,5,1,26,284,0.091549296,0
Nandanavanam,old airport road,429,20,3,0,40,273,0.146520147,1
The Kitchen Chef,indiranagar,971,10,5,1,98,106,0.924528302,1
Cafe Udupi Ruchi,rajajinagar,658,9,6,1,36,83,0.43373494,1
Qube Cafe,"byresandra,tavarekere,madiwala",527,22,0,0,82,145,0.565517241,0
Roy Hotel & Restaurant,malleshwaram,869,4,1,0,158,233,0.678111588,0
Punjabi Dawat,bellandur,605,4,4,0,81,271,0.298892989,0
Reddy's Naati Mane,kammanahalli,502,21,6,1,50,96,0.520833333,0
Chinese Kitchen,banashankari,2433,8,3,0,193,199,0.969849246,1
Blue Terrain - Novotel,bellandur,1381,12,1,0,18,204,0.088235294,0
Akshaya Bar And Restaurant,"byresandra,tavarekere,madiwala",2354,1,0,0,225,255,0.882352941,0
Maa Biryani Hyderabadi,electronic city,1397,4,2,0,19,198,0.095959596,0
Hotel Triloka,whitefield,289,0,5,1,131,150,0.873333333,0
Kadamba Classic,banashankari,136,15,5,1,49,148,0.331081081,0
Step Right Up,brigade road,2310,5,5,1,213,279,0.76344086,0
Kakal Kai Ruchi,bannerghatta road,1201,0,1,0,17,244,0.069672131,0
Shiv Shankar Chaats,frazer town,1790,13,4,0,77,176,0.4375,0
Sri Krishna Bhavan Sweets,new bel road,2486,13,5,1,189,199,0.949748744,0
Zero Mile Punjab,"byresandra,tavarekere,madiwala",2389,12,1,0,26,201,0.129353234,0
Saarangi Fine Dining,basavanagudi,1535,22,0,0,182,278,0.654676259,0
Create Cafe,malleshwaram,282,17,4,0,209,212,0.985849057,1
Roots n Fruits,bannerghatta road,2398,21,1,0,129,182,0.708791209,0
Juice Junction Food Court,"byresandra,tavarekere,madiwala",1441,0,4,0,146,172,0.848837209,0
Frolic,"byresandra,tavarekere,madiwala",1596,11,3,0,96,177,0.542372881,0
Chinese Square,banashankari,928,15,3,0,53,231,0.229437229,0
Brik Oven,indiranagar,1268,19,3,0,127,188,0.675531915,1
Rolls & Bowls,brookefield,1487,22,5,1,247,281,0.879003559,0
The Food Dude,koramangala 5th block,2780,19,3,0,62,223,0.278026906,1
Kadai Restaurant,kalyan nagar,2178,17,6,1,190,260,0.730769231,1
Garage Pizza,basavanagudi,2544,23,0,0,21,60,0.35,0
Sotang's,frazer town,1809,8,5,1,241,283,0.851590106,1
Latitude - Tulip Inn,malleshwaram,1808,7,5,1,120,287,0.418118467,1
Dragon Box,brookefield,872,7,1,0,87,149,0.583892617,1
iFruit Live Ice Creams,koramangala 4th block,2731,18,1,0,42,255,0.164705882,1
